Gene.Name	Standard.Name	Chromosome	Start.Coordinate	End.Coordinate	Strand	NTE.Length
YKR051W	YKR051W	XI	530904	532202	+	14
YKR052C	MRS4	XI	532550	533479	-	5
YKR053C	YSR3	XI	534067	535284	-	1
YKR055W	RHO4	XI	548216	549091	+	0
YKR057W	RPS21A	XI	551657	552242	+	0
YKR058W	GLG1	XI	552704	554620	+	22
YKR059W	TIF1	XI	554975	556174	+	4
YKR060W	UTP30	XI	556491	557342	+	9
YKR061W	KTR2	XI	557677	558954	+	0
YKR062W	TFA2	XI	559666	560652	+	0
YKR063C	LAS1	XI	560789	562297	-	0
YKR064W	OAF3	XI	562529	565138	+	6
YKR065C	PAM17	XI	565299	565910	-	6
YKR066C	CCP1	XI	566113	567210	-	4
YKR067W	GPT2	XI	567894	570149	+	8
YKR068C	BET3	XI	570328	570930	-	7
YKR069W	MET1	XI	571612	573393	+	0
YKR070W	YKR070W	XI	573574	574632	+	0
YKR071C	DRE2	XI	574934	575992	-	4
YKR072C	SIS2	XI	576435	578123	-	0
YKR074W	AIM29	XI	579209	579676	+	0
YKR075C	YKR075C	XI	579827	580765	-	5
YKR076W	ECM4	XI	582283	583395	+	0
YKR077W	MSA2	XI	583653	584744	+	0
YKR079C	TRZ1	XI	586789	589467	-	54
YKR080W	MTD1	XI	590383	591357	+	4
YKR081C	RPF2	XI	591506	592552	-	4
YKR083C	DAD2	XI	596421	596888	-	22
YKR084C	HBS1	XI	597055	598917	-	9
YKR085C	MRPL20	XI	599094	599681	-	0
YKR086W	PRP16	XI	599857	603072	+	0
YKR087C	OMA1	XI	603195	604241	-	3
YKR088C	TVP38	XI	604405	605418	-	0
YKR089C	TGL4	XI	605633	608365	-	0
YKR090W	PXL1	XI	608886	611066	+	20
YKR091W	SRL3	XI	611516	612265	+	3
YKR092C	SRP40	XI	612665	613891	-	2
YKR093W	PTR2	XI	615727	617535	+	1
YKR094C	RPL40B	XI	617996	618750	-	0
YKR095W-A	PCC1	XI	625864	626205	+	0
YKR096W	ESL2	XI	626760	630380	+	11
YKR097W	PCK1	XI	631152	632801	+	0
YKR098C	UBP11	XI	633026	635257	-	26
YKR099W	BAS1	XI	635827	638286	+	8
YKR100C	SKG1	XI	638901	639968	-	0
YKR101W	SIR1	XI	640540	642504	+	0
YLL001W	DNM1	XII	147890	150163	+	0
YLL002W	RTT109	XII	146291	147601	+	0
YLL003W	SFI1	XII	143201	146041	+	0
YLL004W	ORC3	XII	141073	142923	+	0
YLL006W	MMM1	XII	136580	137866	+	2
YLL007C	LMO1	XII	134302	136299	-	0
YLL008W	DRS1	XII	131699	133987	+	10
YLL009C	COX17	XII	131205	131414	-	0
YLL010C	PSR1	XII	129330	130613	-	0
YLL011W	SOF1	XII	127523	128992	+	0
YLL012W	YEH1	XII	125501	127255	+	11
YLL013C	PUF3	XII	122075	124714	-	0
YLL014W	EMC6	XII	121316	121648	+	2
YLL015W	BPT1	XII	116417	121111	+	5
YLL018C	DPS1	XII	109902	111575	-	0
YLL018C-A	COX19	XII	108676	108972	-	0
YLL022C	HIF1	XII	99044	100201	-	0
YLL023C	POM33	XII	97997	98848	-	4
YLL024C	SSA2	XII	95566	97509	-	8
YLL025W	PAU17	XII	94747	95121	+	0
YLL026W	HSP104	XII	88605	91349	+	6
YLL027W	ISA1	XII	87400	88155	+	1
YLL028W	TPO1	XII	84804	86564	+	0
YLL029W	FRA1	XII	81401	83710	+	20
YLL031C	GPI13	XII	77152	80229	-	8
YLL032C	YLL032C	XII	74270	76747	-	0
YLL033W	IRC19	XII	73409	74101	+	0
YLL034C	RIX7	XII	70633	73149	-	1
YLL035W	GRC3	XII	68580	70478	+	0
YLL036C	PRP19	XII	66745	68256	-	0
YLL038C	ENT4	XII	65775	66521	-	1
YLL039C	UBI4	XII	64062	65210	-	1
YLL041C	SDH2	XII	53131	53943	-	4
YLL042C	ATG10	XII	52087	52593	-	1
YLL043W	FPS1	XII	49938	51947	+	0
YLL045C	RPL8B	XII	47859	48641	-	4
YLL050C	COF1	XII	39804	40414	-	0
YLL051C	FRE6	XII	37333	39477	-	2
YLL052C	AQY2	XII	35912	36361	-	0
YLL054C	YLL054C	XII	32673	35210	-	2
YLL055W	YCT1	XII	30109	31704	+	0
YLL056C	YLL056C	XII	27409	28305	-	0
YLL058W	YLL058W	XII	23551	25296	+	6
YLL060C	GTT2	XII	21138	21839	-	0
YLL061W	MMP1	XII	17947	19707	+	3
YLL062C	MHT1	XII	16639	17613	-	0
YLL063C	AYT1	XII	14648	16072	-	0
YLR001C	YLR001C	XII	151389	153995	-	6
YLR002C	NOC3	XII	154343	156361	-	9
YLR003C	CMS1	XII	156855	157742	-	4
YLR004C	THI73	XII	157934	159514	-	3
YLR005W	SSL1	XII	160022	161434	+	9
YLR006C	SSK1	XII	161755	163929	-	12
YLR007W	NSE1	XII	164392	165402	+	0
YLR008C	PAM18	XII	165577	166167	-	28
YLR009W	RLP24	XII	166537	167136	+	0
YLR011W	LOT6	XII	169103	169678	+	0
YLR012C	YLR012C	XII	169982	170317	-	12
YLR015W	BRE2	XII	175224	176744	+	1
YLR016C	PML1	XII	176802	177422	-	2
YLR017W	MEU1	XII	177608	178621	+	0
YLR018C	POM34	XII	178707	179639	-	11
YLR019W	PSR2	XII	180288	181481	+	0
YLR020C	YEH2	XII	181789	183414	-	3
YLR021W	IRC25	XII	183596	184162	+	9
YLR022C	SDO1	XII	184174	184926	-	0
YLR023C	IZH3	XII	185498	187165	-	12
YLR025W	SNF7	XII	194452	195174	+	0
YLR026C	SED5	XII	195450	196529	-	19
YLR027C	AAT2	XII	196829	198088	-	1
YLR028C	ADE16	XII	199540	201315	-	0
YLR029C	RPL15A	XII	201976	202590	-	0
YLR031W	YLR031W	XII	204168	204785	+	19
YLR033W	RSC58	XII	208758	210269	+	1
YLR034C	SMF3	XII	210512	211933	-	0
YLR035C	MLH2	XII	212369	214456	-	0
YLR036C	YLR036C	XII	221521	222135	-	1
YLR037C	PAU23	XII	222685	223134	-	25
YLR038C	COX12	XII	224921	225181	-	3
YLR040C	AFB1	XII	228908	229582	-	0
YLR042C	YLR042C	XII	229966	230478	-	9
YLR043C	TRX1	XII	231702	232022	-	3
YLR044C	PDC1	XII	232390	234111	-	10
YLR045C	STU2	XII	235037	237739	-	12
YLR046C	YLR046C	XII	238001	238870	-	19
YLR047C	FRE8	XII	239347	241500	-	31
YLR048W	RPS0B	XII	242229	243349	+	1
YLR049C	YLR049C	XII	243886	245199	-	9
YLR050C	YLR050C	XII	245587	246075	-	1
YLR051C	FCF2	XII	246324	246998	-	7
YLR052W	IES3	XII	247195	247953	+	2
YLR053C	YLR053C	XII	248100	248435	-	3
YLR055C	SPT8	XII	251272	253080	-	0
YLR057W	MNL2	XII	255261	257855	+	15
YLR058C	SHM2	XII	257992	259440	-	13
YLR059C	REX2	XII	259738	260547	-	0
YLR060W	FRS1	XII	260979	262766	+	0
YLR061W	RPL22A	XII	263194	263948	+	0
YLR063W	BMT6	XII	264148	265254	+	3
YLR065C	ENV10	XII	266373	266918	-	0
YLR066W	SPC3	XII	267169	267723	+	0
YLR067C	PET309	XII	267813	270746	-	12
YLR068W	FYV7	XII	270993	271463	+	5
YLR069C	MEF1	XII	271630	273933	-	6
YLR070C	XYL2	XII	274141	275211	-	0
YLR071C	RGR1	XII	275378	278626	-	0
YLR072W	LAM6	XII	278847	280943	+	5
YLR073C	RFU1	XII	281019	281621	-	0
YLR074C	BUD20	XII	281956	282459	-	1
YLR075W	RPL10	XII	282927	283592	+	0
YLR077W	FMP25	XII	283872	285623	+	0
YLR078C	BOS1	XII	285736	286559	-	0
YLR079W	SIC1	XII	286814	287674	+	2
YLR080W	EMP46	XII	287916	289250	+	0
YLR082C	SRL2	XII	292394	293572	-	0
YLR083C	EMP70	XII	294091	296094	-	0
YLR084C	RAX2	XII	296589	300251	-	0
YLR085C	ARP6	XII	300673	301989	-	0
YLR086W	SMC4	XII	302234	306499	+	3
YLR088W	GAA1	XII	316107	317951	+	0
YLR089C	ALT1	XII	318237	320051	-	12
YLR090W	XDJ1	XII	320701	322080	+	0
YLR091W	GEP5	XII	322297	323178	+	0
YLR093C	NYV1	XII	326513	327439	-	8
YLR094C	GIS3	XII	327730	329238	-	0
YLR095C	IOC2	XII	329677	332130	-	5
YLR096W	KIN2	XII	332572	336033	+	6
YLR097C	HRT3	XII	336231	337265	-	0
YLR098C	CHA4	XII	337527	339482	-	3
YLR099C	ICT1	XII	339744	341027	-	33
YLR099W-A	MIM2	XII	341325	341588	+	0
YLR100W	ERG27	XII	341810	342853	+	0
YLR102C	APC9	XII	342970	343767	-	0
YLR103C	CDC45	XII	343989	345989	-	16
YLR104W	LCL2	XII	346564	346980	+	7
YLR105C	SEN2	XII	347047	348207	-	9
YLR107W	REX3	XII	364116	365330	+	0
YLR108C	YLR108C	XII	366667	368124	-	0
YLR109W	AHP1	XII	368781	369311	+	0
YLR110C	CCW12	XII	369697	370122	-	8
YLR112W	YLR112W	XII	370782	371210	+	3
YLR113W	HOG1	XII	371617	372927	+	1
YLR114C	AVL9	XII	374944	377277	-	13
YLR115W	CFT2	XII	377979	380564	+	2
YLR116W	MSL5	XII	380819	382252	+	1
YLR117C	CLF1	XII	382471	384543	-	3
YLR121C	YPS3	XII	388744	390270	-	0
YLR125W	YLR125W	XII	393475	393894	+	3
YLR126C	YLR126C	XII	394765	395526	-	2
YLR127C	APC2	XII	395758	398322	-	1
YLR128W	DCN1	XII	398521	399433	+	3
YLR129W	DIP2	XII	399603	402488	+	18
YLR130C	ZRT2	XII	402794	404074	-	4
YLR131C	ACE2	XII	404510	406876	-	18
YLR132C	USB1	XII	407283	408155	-	0
YLR133W	CKI1	XII	408421	410193	+	8
YLR134W	PDC5	XII	410681	412414	+	14
YLR135W	SLX4	XII	413266	415527	+	5
YLR137W	RKM5	XII	417006	418109	+	0
YLR138W	NHA1	XII	418437	421394	+	0
YLR141W	RRN5	XII	423665	424774	+	6
YLR142W	PUT1	XII	425177	426616	+	3
YLR143W	DPH6	XII	427326	429386	+	1
YLR144C	ACF2	XII	429677	432016	-	0
YLR145W	RMP1	XII	432168	432773	+	0
YLR146C	SPE4	XII	432823	433740	-	5
YLR146W-A	YLR146W-A	XII	433870	434058	+	0
YLR147C	SMD3	XII	434158	434463	-	0
YLR148W	PEP3	XII	434641	437397	+	0
YLR149C	YLR149C	XII	437631	439823	-	0
YLR150W	STM1	XII	440449	441288	+	6
YLR151C	PCD1	XII	441715	442737	-	0
YLR152C	YLR152C	XII	442958	444688	-	0
YLR154C	RNH203	XII	447982	448314	-	0
YLR163C	MAS1	XII	491866	493281	-	9
YLR164W	SHH4	XII	493787	494389	+	32
YLR165C	PUS5	XII	494494	495258	-	0
YLR166C	SEC10	XII	495429	498074	-	10
YLR167W	RPS31	XII	498947	499405	+	0
YLR168C	UPS2	XII	499578	500276	-	2
YLR170C	APS1	XII	500579	501070	-	7
YLR172C	DPH5	XII	501260	502171	-	3
YLR173W	YLR173W	XII	502421	504247	+	0
YLR174W	IDP2	XII	504570	505829	+	7
YLR175W	CBF5	XII	506125	507585	+	3
YLR176C	RFX1	XII	507797	510232	-	0
YLR177W	YLR177W	XII	511054	512940	+	0
YLR178C	TFS1	XII	513162	513821	-	0
YLR179C	YLR179C	XII	514108	514770	-	19
YLR180W	SAM1	XII	515250	516410	+	4
YLR181C	VTA1	XII	516678	517679	-	3
YLR182W	SWI6	XII	517925	520351	+	5
YLR183C	TOS4	XII	520543	522012	-	0
YLR185W	RPL37A	XII	522663	523288	+	0
YLR186W	EMG1	XII	523632	524390	+	0
YLR187W	SKG3	XII	524865	527945	+	0
YLR188W	MDL1	XII	528300	530387	+	0
YLR189C	ATG26	XII	530797	534393	-	0
YLR190W	MMR1	XII	535214	536689	+	0
YLR191W	PEX13	XII	537236	538432	+	12
YLR192C	HCR1	XII	538792	539595	-	2
YLR193C	UPS1	XII	540009	540554	-	6
YLR194C	NCW2	XII	540809	541573	-	0
YLR195C	NMT1	XII	541937	543313	-	3
YLR196W	PWP1	XII	543968	545698	+	0
YLR197W	NOP56	XII	546097	547611	+	0
YLR199C	PBA1	XII	547853	548775	-	2
YLR200W	YKE2	XII	549012	549356	+	0
YLR201C	COQ9	XII	549511	550296	-	1
YLR203C	MSS51	XII	550650	551960	-	0
YLR204W	QRI5	XII	552264	552605	+	2
YLR205C	HMX1	XII	552724	553731	-	18
YLR207W	HRD3	XII	556788	559289	+	0
YLR208W	SEC13	XII	559545	560444	+	2
YLR209C	PNP1	XII	560797	561732	-	0
YLR210W	CLB4	XII	562008	563390	+	0
YLR211C	ATG38	XII	563792	564531	-	0
YLR212C	TUB4	XII	564860	566281	-	0
YLR214W	FRE1	XII	568552	570627	+	5
YLR215C	CDC123	XII	570776	571873	-	5
YLR216C	CPR6	XII	572096	573211	-	0
YLR218C	COA4	XII	573466	573972	-	18
YLR219W	MSC3	XII	574145	576337	+	2
YLR220W	CCC1	XII	576810	577793	+	5
YLR221C	RSA3	XII	578362	579057	-	11
YLR222C	UTP13	XII	579318	581780	-	3
YLR224W	UCC1	XII	586395	587573	+	23
YLR225C	YLR225C	XII	587695	588918	-	0
YLR226W	BUR2	XII	589336	590541	+	6
YLR227C	ADY4	XII	590562	592061	-	6
YLR228C	ECM22	XII	600019	602463	-	0
YLR229C	CDC42	XII	604212	604787	-	0
YLR231C	BNA5	XII	605758	607146	-	9
YLR233C	EST1	XII	607425	609527	-	1
YLR234W	TOP3	XII	609780	611753	+	1
YLR238W	FAR10	XII	614755	616191	+	0
YLR239C	LIP2	XII	616332	617318	-	0
YLR240W	VPS34	XII	617533	620160	+	0
YLR241W	CSC1	XII	620473	622821	+	0
YLR242C	ARV1	XII	622918	623886	-	1
YLR243W	GPN3	XII	624203	625021	+	0
YLR244C	MAP1	XII	625168	626334	-	1
YLR245C	CDD1	XII	626502	626930	-	0
YLR246W	ERF2	XII	627118	628197	+	0
YLR248W	RCK2	XII	634243	636084	+	3
YLR249W	YEF3	XII	636780	639914	+	0
YLR250W	SSP120	XII	640302	641021	+	5
YLR251W	SYM1	XII	641464	642057	+	0
YLR253W	MCP2	XII	642627	644336	+	0
YLR254C	NDL1	XII	644404	645054	-	27
YLR257W	YLR257W	XII	658793	659791	+	11
YLR258W	GSY2	XII	660716	662833	+	0
YLR259C	HSP60	XII	663284	665026	-	8
YLR260W	LCB5	XII	665844	667907	+	0
YLR262C	YPT6	XII	668244	668891	-	0
YLR262C-A	TMA7	XII	669468	669665	-	1
YLR264W	RPS28B	XII	673131	673334	+	0
YLR266C	PDR8	XII	675619	677724	-	0
YLR267W	BOP2	XII	678188	679924	+	8
YLR268W	SEC22	XII	680200	680844	+	0
YLR270W	DCS1	XII	681123	682238	+	21
YLR271W	CMG1	XII	682674	683561	+	21
YLR272C	YCS4	XII	683672	687223	-	7
YLR273C	PIG1	XII	689083	691041	-	4
YLR274W	MCM5	XII	691540	693882	+	5
YLR275W	SMD2	XII	694375	694800	+	1
YLR276C	DBP9	XII	695046	696851	-	7
YLR277C	YSH1	XII	697156	699495	-	0
YLR283W	YLR283W	XII	705186	706130	+	0
YLR284C	ECI1	XII	706198	707085	-	15
YLR285W	NNT1	XII	707360	708145	+	0
YLR286C	CTS1	XII	708448	710151	-	5
YLR287C	YLR287C	XII	710991	712112	-	18
YLR288C	MEC3	XII	713480	714904	-	0
YLR289W	GUF1	XII	715077	717026	+	4
YLR290C	COQ11	XII	717145	717978	-	0
YLR291C	GCD7	XII	718317	719462	-	0
YLR292C	SEC72	XII	719789	720370	-	0
YLR293C	GSP1	XII	720771	721430	-	0
YLR295C	ATP14	XII	721999	722379	-	2
YLR297W	YLR297W	XII	724044	724433	+	0
YLR298C	YHC1	XII	724721	725416	-	0
YLR299W	ECM38	XII	726069	728051	+	0
YLR300W	EXG1	XII	728955	730301	+	0
YLR301W	HRI1	XII	730825	731559	+	0
YLR304C	ACO1	XII	735212	737548	-	0
YLR306W	UBC12	XII	744142	744851	+	3
YLR307W	CDA1	XII	745596	746525	+	8
YLR309C	IMH1	XII	749034	751769	-	0
YLR312C	ATG39	XII	757637	758833	-	0
YLR312W-A	MRPL15	XII	759480	760241	+	0
YLR313C	SPH1	XII	760750	762351	-	3
YLR314C	CDC3	XII	762575	764137	-	0
YLR315W	NKP2	XII	764808	765269	+	0
YLR316C	TAD3	XII	765266	766367	-	3
YLR318W	EST2	XII	766536	769196	+	2
YLR319C	BUD6	XII	769318	771684	-	0
YLR321C	SFH1	XII	776584	777864	-	0
YLR323C	CWC24	XII	778173	778952	-	0
YLR324W	PEX30	XII	779215	780786	+	0
YLR325C	RPL38	XII	781143	781400	-	7
YLR326W	YLR326W	XII	782117	782896	+	19
YLR327C	TMA10	XII	783127	783387	-	0
YLR328W	NMA1	XII	784865	786118	+	16
YLR329W	REC102	XII	786424	787333	+	6
YLR330W	CHS5	XII	787661	789679	+	1
YLR332W	MID2	XII	790622	791806	+	18
YLR333C	RPS25B	XII	795573	795899	-	0
YLR335W	NUP2	XII	797418	799592	+	4
YLR336C	SGD1	XII	799697	802414	-	6
YLR337C	VRP1	XII	802653	805115	-	3
YLR340W	RPP0	XII	805863	806825	+	8
YLR344W	RPL26A	XII	819306	820142	+	2
YLR345W	YLR345W	XII	820484	822040	+	9
YLR346C	CIS1	XII	822287	822622	-	10
YLR347C	KAP95	XII	823828	826437	-	8
YLR348C	DIC1	XII	826977	827891	-	6
YLR350W	ORM2	XII	828712	829380	+	6
YLR351C	NIT3	XII	829489	830364	-	0
YLR352W	YLR352W	XII	831041	833539	+	25
YLR353W	BUD8	XII	834352	836163	+	0
YLR354C	TAL1	XII	836350	837372	-	5
YLR355C	ILV5	XII	838066	839253	-	0
YLR356W	ATG33	XII	840321	840914	+	0
YLR357W	RSC2	XII	841331	844000	+	0
YLR359W	ADE13	XII	844282	845730	+	0
YLR361C	DCR2	XII	847388	849142	-	6
YLR361C-A	YLR361C-A	XII	849383	849682	-	1
YLR362W	STE11	XII	849836	852019	+	10
YLR363C	NMD4	XII	852495	853178	-	9
YLR363W-A	YLR363W-A	XII	853440	853718	+	7
YLR364W	GRX8	XII	854059	854391	+	1
YLR367W	RPS22B	XII	856442	857317	+	0
YLR368W	MDM30	XII	857534	859336	+	2
YLR369W	SSQ1	XII	859549	861525	+	1
YLR370C	ARC18	XII	861718	862254	-	0
YLR371W	ROM2	XII	862669	866784	+	15
YLR372W	ELO3	XII	867354	868391	+	0
YLR373C	VID22	XII	868662	871379	-	4
YLR375W	STP3	XII	871667	872728	+	10
YLR376C	PSY3	XII	872826	873554	-	0
YLR378C	SEC61	XII	875736	877184	-	2
YLR380W	CSR1	XII	878279	879508	+	1
YLR381W	CTF3	XII	879723	881924	+	0
YLR382C	NAM2	XII	882067	884790	-	13
YLR383W	SMC6	XII	885288	888632	+	0
YLR384C	IKI3	XII	888851	892900	-	0
YLR385C	SWC7	XII	892992	893399	-	3
YLR386W	VAC14	XII	893628	896270	+	0
YLR387C	REH1	XII	896374	897672	-	0
YLR388W	RPS29A	XII	898558	898821	+	31
YLR389C	STE23	XII	899577	902702	-	14
YLR390W	ECM19	XII	903066	903404	+	0
YLR390W-A	CCW14	XII	903718	904440	+	2
YLR392C	ART10	XII	904749	906305	-	0
YLR393W	ATP10	XII	907079	907918	+	0
YLR395C	COX8	XII	909729	909983	-	6
YLR396C	VPS33	XII	910235	912313	-	1
YLR397C	AFG2	XII	912550	914907	-	5
YLR398C	SKI2	XII	915156	919031	-	4
YLR399C	BDF1	XII	919536	921605	-	3
YLR401C	DUS3	XII	922442	924448	-	0
YLR403W	SFP1	XII	925568	927619	+	0
YLR404W	SEI1	XII	928734	929600	+	3
YLR405W	DUS4	XII	929789	930892	+	0
YLR406C	RPL31B	XII	931065	931761	-	2
YLR407W	YLR407W	XII	932964	933653	+	1
YLR408C	BLS1	XII	933885	934253	-	0
YLR409C	UTP21	XII	934414	937236	-	1
YLR410W	VIP1	XII	937541	940981	+	0
YLR411W	CTR3	XII	947253	947978	+	0
YLR412W	BER1	XII	948368	949192	+	0
YLR413W	INA1	XII	951147	953183	+	3
YLR414C	PUN1	XII	953353	954186	-	14
YLR417W	VPS36	XII	955010	956710	+	0
YLR418C	CDC73	XII	956914	958098	-	1
YLR419W	YLR419W	XII	958428	962735	+	0
YLR420W	URA4	XII	963770	964879	+	5
YLR421C	RPN13	XII	965090	965563	-	1
YLR423C	ATG17	XII	971917	973194	-	8
YLR424W	SPP382	XII	973395	975521	+	0
YLR425W	TUS1	XII	982879	986817	+	5
YLR426W	TDA5	XII	987056	988113	+	2
YLR427W	MAG2	XII	988413	990440	+	5
YLR429W	CRN1	XII	990777	992732	+	0
YLR432W	IMD3	XII	1002515	1004128	+	14
YLR433C	CNA1	XII	1004347	1006014	-	2
YLR435W	TSR2	XII	1006378	1006995	+	0
YLR436C	ECM30	XII	1007421	1011248	-	1
YLR437C	DIF1	XII	1011622	1012023	-	0
YLR438C-A	LSM3	XII	1013909	1014226	-	16
YLR438W	CAR2	XII	1012501	1013775	+	0
YLR439W	MRPL4	XII	1014449	1015450	+	14
YLR440C	SEC39	XII	1015568	1017709	-	4
YLR441C	RPS1A	XII	1018141	1018926	-	6
YLR442C	SIR3	XII	1019315	1022266	-	5
YLR443W	ECM7	XII	1022625	1023971	+	0
YLR446W	YLR446W	XII	1025214	1026515	+	0
YLR447C	VMA6	XII	1026856	1027893	-	0
YLR448W	RPL6B	XII	1028854	1029768	+	0
YLR449W	FPR4	XII	1030819	1032012	+	5
YLR450W	HMG2	XII	1032615	1035764	+	4
YLR451W	LEU3	XII	1036015	1038753	+	26
YLR452C	SST2	XII	1039270	1041366	-	0
YLR453C	RIF2	XII	1041799	1042986	-	0
YLR455W	PDP3	XII	1053512	1054543	+	39
YLR456W	YLR456W	XII	1055070	1055684	+	0
YLR457C	NBP1	XII	1055812	1056780	-	3
YLR459W	GAB1	XII	1057334	1058518	+	0
YLR460C	YLR460C	XII	1059757	1060887	-	0
YML001W	YPT7	XIII	267171	267800	+	1
YML002W	YML002W	XIII	264352	266754	+	63
YML004C	GLO1	XIII	261705	262685	-	0
YML005W	TRM12	XIII	260221	261609	+	0
YML006C	GIS4	XIII	256092	258497	-	27
YML007C-A	YML007C-A	XIII	253162	253290	-	6
YML007W	YAP1	XIII	253848	255800	+	0
YML008C	ERG6	XIII	251839	252990	-	0
YML009C	MRPL39	XIII	251304	251540	-	8
YML010W	SPT5	XIII	247659	250868	+	6
YML011C	RAD33	XIII	246895	247428	-	0
YML012W	ERV25	XIII	246098	246751	+	6
YML013W	UBX2	XIII	244149	245903	+	0
YML014W	TRM9	XIII	243225	244064	+	0
YML015C	TAF11	XIII	241989	243050	-	7
YML017W	PSP2	XIII	236570	238731	+	6
YML018C	YML018C	XIII	234771	235952	-	0
YML020W	YML020W	XIII	230966	233143	+	61
YML021C	UNG1	XIII	229734	230813	-	0
YML022W	APT1	XIII	228922	229500	+	5
YML023C	NSE5	XIII	226994	228670	-	2
YML024W	RPS17A	XIII	225889	226697	+	0
YML025C	YML6	XIII	224406	225374	-	3
YML026C	RPS18B	XIII	222987	223849	-	7
YML027W	YOX1	XIII	221403	222563	+	1
YML028W	TSA1	XIII	220138	220728	+	0
YML029W	USA1	XIII	217335	219878	+	9
YML030W	RCF1	XIII	216435	216914	+	0
YML031W	NDC1	XIII	214189	216156	+	0
YML032C	RAD52	XIII	212515	213936	-	2
YML034W	SRC1	XIII	209525	212155	+	0
YML035C	AMD1	XIII	206428	208875	-	5
YML036W	CGI121	XIII	205609	206293	+	11
YML037C	YML037C	XIII	204386	205435	-	9
YML038C	YMD8	XIII	202775	204184	-	27
YML041C	VPS71	XIII	194913	195806	-	17
YML042W	CAT2	XIII	192788	194800	+	0
YML043C	RRN11	XIII	190244	191767	-	0
YML046W	PRP39	XIII	181390	183363	+	28
YML048W	GSF2	XIII	178417	179637	+	3
YML050W	AIM32	XIII	173139	174074	+	0
YML051W	GAL80	XIII	171594	172901	+	0
YML052W	SUR7	XIII	170402	171310	+	0
YML053C	YML053C	XIII	169116	169763	-	3
YML054C	CYB2	XIII	165533	167308	-	0
YML055W	SPC2	XIII	164781	165326	+	3
YML056C	IMD4	XIII	162194	164209	-	11
YML057W	CMP2	XIII	160123	161994	+	19
YML058W	SML1	XIII	159383	159697	+	0
YML058W-A	HUG1	XIII	158745	158966	+	5
YML060W	OGG1	XIII	151844	153001	+	9
YML061C	PIF1	XIII	148953	151547	-	5
YML062C	MFT1	XIII	147505	148683	-	0
YML063W	RPS1B	XIII	146479	147249	+	1
YML064C	TEM1	XIII	145139	145876	-	0
YML065W	ORC1	XIII	142171	144954	+	13
YML067C	ERV41	XIII	139063	140214	-	0
YML068W	ITT1	XIII	137550	138944	+	0
YML069W	POB3	XIII	135497	137158	+	1
YML070W	DAK1	XIII	133475	135229	+	0
YML071C	COG8	XIII	129749	131572	-	0
YML072C	TCB3	XIII	124730	129367	-	0
YML073C	RPL6A	XIII	123227	124172	-	0
YML075C	HMG1	XIII	115734	118913	-	5
YML076C	WAR1	XIII	112513	115347	-	0
YML077W	BET5	XIII	111865	112344	+	0
YML078W	CPR3	XIII	111002	111550	+	0
YML079W	YML079W	XIII	110238	110852	+	3
YML080W	DUS1	XIII	108689	110077	+	39
YML081C-A	ATP18	XIII	103983	104162	-	0
YML081W	TDA9	XIII	104777	108532	+	0
YML082W	YML082W	XIII	101814	103811	+	16
YML083C	YML083C	XIII	99794	101098	-	16
YML085C	TUB1	XIII	97941	99400	-	0
YML086C	ALO1	XIII	95791	97371	-	0
YML087C	AIM33	XIII	94431	95369	-	0
YML088W	UFO1	XIII	92235	94241	+	0
YML092C	PRE8	XIII	85987	86745	-	2
YML094W	GIM5	XIII	82275	82849	+	0
YML095C	RAD10	XIII	81481	82113	-	0
YML096W	YML096W	XIII	79909	81486	+	0
YML097C	VPS9	XIII	78335	79735	-	15
YML099C	ARG81	XIII	74398	77040	-	0
YML100W	TSL1	XIII	70615	73920	+	3
YML101C	CUE4	XIII	69735	70139	-	17
YML102W	CAC2	XIII	68294	69700	+	0
YML104C	MDM1	XIII	58939	62322	-	0
YML105C	SEC65	XIII	57866	58687	-	0
YML106W	URA5	XIII	56773	57453	+	0
YML107C	PML39	XIII	55265	56269	-	0
YML108W	YML108W	XIII	54775	55110	+	6
YML109W	ZDS2	XIII	51640	54468	+	0
YML110C	COQ5	XIII	50031	50954	-	0
YML111W	BUL2	XIII	46942	49704	+	0
YML112W	CTK3	XIII	45063	45953	+	0
YML113W	DAT1	XIII	44042	44791	+	1
YML114C	TAF8	XIII	42043	43575	-	0
YML115C	VAN1	XIII	40187	41794	-	0
YML116W	ATR1	XIII	38190	39824	+	2
YML117W	NAB6	XIII	34135	37647	+	36
YML118W	NGL3	XIII	32277	33851	+	19
YML119W	YML119W	XIII	30611	31684	+	0
YML120C	NDI1	XIII	28266	29858	-	17
YML121W	GTR1	XIII	26915	27862	+	5
YML122C	YML122C	XIII	26038	26487	-	23
YML123C	PHO84	XIII	24037	25815	-	5
YML124C	TUB3	XIII	22048	23683	-	0
YML125C	PGA3	XIII	20761	21708	-	3
YML127W	RSC9	XIII	17064	18809	+	0
YML128C	MSC1	XIII	15135	16676	-	0
YML129C	COX14	XIII	14541	14765	-	4
YML130C	ERO1	XIII	11483	13174	-	0
YMR001C	CDC5	XIII	269019	271142	-	2
YMR003W	AIM34	XIII	273106	273714	+	4
YMR004W	MVP1	XIII	274017	275552	+	0
YMR005W	TAF4	XIII	276042	277211	+	1
YMR006C	PLB2	XIII	277561	279687	-	2
YMR007W	YMR007W	XIII	279951	280340	+	3
YMR008C	PLB1	XIII	280590	282584	-	0
YMR009W	ADI1	XIII	284102	284641	+	0
